Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-11-07 14:51:00+00:00,665.489990234375,665.8300170898438,664.8699951171875,665.260009765625,333167
2025-11-07 14:52:00+00:00,666.1751098632812,666.3499755859375,665.3400268554688,665.4600219726562,273403
2025-11-07 14:53:00+00:00,665.8400268554688,666.4199829101562,665.5999755859375,666.1799926757812,370449
2025-11-07 14:54:00+00:00,666.094970703125,666.4000244140625,665.7899780273438,665.8200073242188,267298
2025-11-07 14:55:00+00:00,666.1998291015625,666.2999877929688,665.7100219726562,666.0750122070312,210769
2025-11-07 14:56:00+00:00,666.47998046875,666.5900268554688,665.9299926757812,666.1500244140625,159503
2025-11-07 14:57:00+00:00,666.530029296875,666.6400146484375,666.219970703125,666.469970703125,333326
2025-11-07 14:58:00+00:00,666.6199951171875,666.8350219726562,666.3800048828125,666.510009765625,200992
2025-11-07 14:59:00+00:00,666.25,666.6199951171875,666.0399780273438,666.6199951171875,262240
2025-11-07 15:00:00+00:00,665.5800170898438,666.4600219726562,665.3499755859375,666.1599731445312,332624
2025-11-07 15:01:00+00:00,665.489990234375,665.6300048828125,665.260009765625,665.5850219726562,246240
2025-11-07 15:02:00+00:00,665.6950073242188,665.9400024414062,665.3800048828125,665.469970703125,207511
2025-11-07 15:03:00+00:00,665.2150268554688,665.7000122070312,665.02001953125,665.6799926757812,260199
2025-11-07 15:04:00+00:00,665.0,665.2999877929688,664.8599853515625,665.22998046875,249068
2025-11-07 15:05:00+00:00,665.1500244140625,665.52001953125,664.8900146484375,665.02001953125,237057
2025-11-07 15:06:00+00:00,664.22998046875,665.1400146484375,664.0900268554688,665.1099853515625,431039
2025-11-07 15:07:00+00:00,664.3300170898438,664.489990234375,663.969970703125,664.219970703125,303581
2025-11-07 15:08:00+00:00,664.9600219726562,665.02001953125,664.2249755859375,664.3200073242188,354764
2025-11-07 15:09:00+00:00,665.77001953125,665.8455810546875,664.6799926757812,664.969970703125,370150
2025-11-07 15:10:00+00:00,665.989990234375,666.1599731445312,665.6400146484375,665.77001953125,241997
2025-11-07 15:11:00+00:00,666.239990234375,666.4400024414062,665.9600219726562,665.989990234375,232948
2025-11-07 15:12:00+00:00,666.0,666.5,665.9299926757812,666.22998046875,192930
2025-11-07 15:13:00+00:00,666.4113159179688,666.6400146484375,665.9600219726562,666.010009765625,209914
2025-11-07 15:14:00+00:00,666.530029296875,666.5999755859375,666.27001953125,666.4199829101562,137523
2025-11-07 15:15:00+00:00,666.9000244140625,667.0700073242188,666.3800048828125,666.5399780273438,253595
2025-11-07 15:16:00+00:00,666.8099975585938,667.219970703125,666.6550903320312,666.9099731445312,307851
2025-11-07 15:17:00+00:00,666.5900268554688,666.8300170898438,666.3250122070312,666.780029296875,326865
2025-11-07 15:18:00+00:00,666.3599853515625,666.6799926757812,666.1900024414062,666.635009765625,180272
2025-11-07 15:19:00+00:00,666.4400024414062,666.75,665.97998046875,666.3499755859375,290447
2025-11-07 15:20:00+00:00,666.3499755859375,666.72998046875,666.1799926757812,666.4400024414062,167513
2025-11-07 15:21:00+00:00,666.4400024414062,667.0399780273438,666.239990234375,666.3300170898438,242385
2025-11-07 15:22:00+00:00,666.8400268554688,667.0399780273438,666.2899780273438,666.4299926757812,190633
2025-11-07 15:23:00+00:00,665.6699829101562,666.844970703125,665.6500244140625,666.8200073242188,270925
2025-11-07 15:24:00+00:00,665.5499877929688,666.0999755859375,665.4500122070312,665.6699829101562,189637
2025-11-07 15:25:00+00:00,666.22998046875,666.2899780273438,665.52001953125,665.5700073242188,258294
2025-11-07 15:26:00+00:00,666.2999877929688,666.8499755859375,666.22998046875,666.2449951171875,280839
2025-11-07 15:27:00+00:00,666.510009765625,666.739990234375,666.3099975585938,666.3099975585938,119632
2025-11-07 15:28:00+00:00,666.1599731445312,666.6699829101562,666.0399780273438,666.5150146484375,175261
2025-11-07 15:29:00+00:00,665.9299926757812,666.3300170898438,665.6900024414062,666.1400146484375,181636
2025-11-07 15:30:00+00:00,666.1300048828125,666.2000122070312,665.8099975585938,665.9149780273438,200460
2025-11-07 15:31:00+00:00,666.1400146484375,666.3099975585938,665.7000122070312,666.127685546875,175207
2025-11-07 15:32:00+00:00,665.8300170898438,666.280029296875,665.780029296875,666.1500244140625,178098
2025-11-07 15:33:00+00:00,665.489990234375,666.260009765625,665.4600219726562,665.8499755859375,208074
2025-11-07 15:34:00+00:00,665.27001953125,665.6799926757812,665.22998046875,665.5,299357
2025-11-07 15:35:00+00:00,665.6199951171875,665.760009765625,665.1699829101562,665.2550048828125,298510
2025-11-07 15:36:00+00:00,665.719970703125,665.8900146484375,665.260009765625,665.6400146484375,222530
2025-11-07 15:37:00+00:00,665.3400268554688,666.0499877929688,665.2899780273438,665.739990234375,300308
2025-11-07 15:38:00+00:00,665.0349731445312,665.4199829101562,664.969970703125,665.3200073242188,184994
2025-11-07 15:39:00+00:00,664.719970703125,665.125,664.6300048828125,665.02001953125,164897
2025-11-07 15:40:00+00:00,665.0399780273438,665.1599731445312,664.6400146484375,664.7000122070312,263665
2025-11-07 15:41:00+00:00,664.5700073242188,665.0798950195312,664.4600219726562,665.030029296875,213599
2025-11-07 15:42:00+00:00,664.4400024414062,664.6199951171875,664.39990234375,664.5599975585938,174416
2025-11-07 15:43:00+00:00,664.4600219726562,664.6900024414062,664.4099731445312,664.4598999023438,189626
2025-11-07 15:44:00+00:00,664.239990234375,664.5499877929688,664.1500244140625,664.4500122070312,362981
2025-11-07 15:45:00+00:00,664.030029296875,664.3157958984375,663.8800048828125,664.239990234375,351740
2025-11-07 15:46:00+00:00,663.9400024414062,664.0499877929688,663.5599975585938,664.030029296875,492130
2025-11-07 15:47:00+00:00,664.280029296875,664.4000244140625,663.85498046875,663.9400024414062,353448
2025-11-07 15:48:00+00:00,663.8800048828125,664.280029296875,663.7999877929688,664.27001953125,218254
2025-11-07 15:49:00+00:00,663.9500122070312,664.0499877929688,663.75,663.9000244140625,196895
2025-11-07 15:50:00+00:00,664.5,664.739990234375,663.9500122070312,663.9600219726562,412103
2025-11-07 15:51:00+00:00,663.989990234375,664.5999755859375,663.9099731445312,664.510009765625,311364
2025-11-07 15:52:00+00:00,664.0499877929688,664.239990234375,663.9299926757812,664.0,153609
2025-11-07 15:53:00+00:00,663.97998046875,664.1699829101562,663.75,664.0599975585938,145112
2025-11-07 15:54:00+00:00,663.989990234375,664.219970703125,663.9749755859375,663.97998046875,113342
2025-11-07 15:55:00+00:00,663.875,663.97998046875,663.75,663.969970703125,152490
2025-11-07 15:56:00+00:00,663.6900024414062,663.9199829101562,663.6199951171875,663.8699951171875,271041
2025-11-07 15:57:00+00:00,663.8200073242188,663.8400268554688,663.469970703125,663.6900024414062,233710
2025-11-07 15:58:00+00:00,663.6300048828125,663.8599853515625,663.5900268554688,663.8099975585938,174834
2025-11-07 15:59:00+00:00,663.3300170898438,663.6099853515625,663.2899780273438,663.5999755859375,254277
2025-11-07 16:00:00+00:00,663.7000122070312,663.739990234375,663.219970703125,663.3200073242188,318372
2025-11-07 16:01:00+00:00,663.8499755859375,664.030029296875,663.6500244140625,663.7000122070312,222849
2025-11-07 16:02:00+00:00,663.47998046875,663.8599853515625,663.4400024414062,663.8400268554688,213519
2025-11-07 16:03:00+00:00,663.6799926757812,663.7509765625,663.510009765625,663.510009765625,352547
2025-11-07 16:04:00+00:00,663.719970703125,663.7449951171875,663.2999877929688,663.6699829101562,226897
2025-11-07 16:05:00+00:00,663.8900146484375,664.0,663.3900146484375,663.7100219726562,381871
2025-11-07 16:06:00+00:00,663.219970703125,663.8900146484375,663.2100219726562,663.8900146484375,224543
2025-11-07 16:07:00+00:00,663.52001953125,663.5401000976562,663.2155151367188,663.2155151367188,220632
2025-11-07 16:08:00+00:00,663.2100219726562,663.5700073242188,663.1199951171875,663.52001953125,211223
2025-11-07 16:09:00+00:00,663.2399291992188,663.280029296875,663.1400146484375,663.2100219726562,116921
2025-11-07 16:10:00+00:00,663.2780151367188,663.5,663.2000122070312,663.239990234375,201869
2025-11-07 16:11:00+00:00,662.7650146484375,663.3099975585938,662.760009765625,663.27001953125,323597
2025-11-07 16:12:00+00:00,662.739990234375,662.8699951171875,662.6300048828125,662.760009765625,257090
2025-11-07 16:13:00+00:00,662.8900146484375,663.2100219726562,662.7100219726562,662.739990234375,330408
2025-11-07 16:14:00+00:00,662.760009765625,662.9356079101562,662.6550903320312,662.8900146484375,225742
2025-11-07 16:15:00+00:00,662.489990234375,662.780029296875,662.3599853515625,662.739990234375,371795
2025-11-07 16:16:00+00:00,662.3300170898438,662.489990234375,662.25,662.469970703125,235786
2025-11-07 16:17:00+00:00,662.5504150390625,662.6799926757812,662.3099975585938,662.3300170898438,295629
2025-11-07 16:18:00+00:00,662.9400024414062,663.0599975585938,662.4600219726562,662.5499877929688,334600
2025-11-07 16:19:00+00:00,663.22998046875,663.2899780273438,662.9199829101562,662.9299926757812,313338
2025-11-07 16:20:00+00:00,663.3400268554688,663.5999755859375,663.1500244140625,663.22998046875,364627
2025-11-07 16:21:00+00:00,663.52001953125,663.5499877929688,663.0999755859375,663.3499755859375,296494
2025-11-07 16:22:00+00:00,663.4000244140625,663.6599731445312,663.3699951171875,663.5399780273438,149715
2025-11-07 16:23:00+00:00,663.4000244140625,663.8300170898438,663.3880004882812,663.4000244140625,187299
2025-11-07 16:24:00+00:00,663.114990234375,663.5900268554688,663.0800170898438,663.4000244140625,163439
2025-11-07 16:25:00+00:00,663.0599975585938,663.1300048828125,662.9000244140625,663.1199951171875,181133
2025-11-07 16:26:00+00:00,662.9249877929688,663.1900024414062,662.7999877929688,663.0599975585938,119418
2025-11-07 16:27:00+00:00,662.875,662.9500122070312,662.6900024414062,662.9299926757812,168858
2025-11-07 16:28:00+00:00,662.77001953125,663.02001953125,662.72998046875,662.8800048828125,124903
2025-11-07 16:29:00+00:00,662.8250122070312,662.8699951171875,662.6799926757812,662.780029296875,142662
2025-11-07 16:30:00+00:00,662.9299926757812,663.0599975585938,662.739990234375,662.8200073242188,282385
2025-11-07 16:31:00+00:00,663.1500244140625,663.2000122070312,662.8499755859375,662.9249877929688,221004
2025-11-07 16:32:00+00:00,662.6749877929688,663.1599731445312,662.6599731445312,663.1500244140625,202140
2025-11-07 16:33:00+00:00,662.72998046875,662.9600219726562,662.6699829101562,662.6699829101562,107727
2025-11-07 16:34:00+00:00,663.2750244140625,663.3400268554688,662.7000122070312,662.7249755859375,217863
2025-11-07 16:35:00+00:00,662.8200073242188,663.3699951171875,662.7899780273438,663.280029296875,309893
2025-11-07 16:36:00+00:00,662.7498779296875,663.0399780273438,662.6799926757812,662.8209228515625,126751
2025-11-07 16:37:00+00:00,662.7133178710938,662.9099731445312,662.6655883789062,662.739990234375,81394
2025-11-07 16:38:00+00:00,662.405029296875,662.8599853515625,662.3800048828125,662.7000122070312,104280
2025-11-07 16:39:00+00:00,662.5549926757812,662.5999755859375,662.4000244140625,662.4000244140625,100349
2025-11-07 16:40:00+00:00,662.77001953125,662.7999877929688,662.4099731445312,662.5499877929688,282359
2025-11-07 16:41:00+00:00,662.2800903320312,662.780029296875,662.1900024414062,662.780029296875,177694
2025-11-07 16:42:00+00:00,662.5800170898438,662.6599731445312,662.2744140625,662.2999877929688,144637
2025-11-07 16:43:00+00:00,663.02001953125,663.0900268554688,662.4400024414062,662.5700073242188,192095
2025-11-07 16:44:00+00:00,663.2100219726562,663.2949829101562,662.9500122070312,663.030029296875,232077
2025-11-07 16:45:00+00:00,663.1599731445312,663.3499755859375,663.1300048828125,663.2000122070312,176273
2025-11-07 16:46:00+00:00,662.4099731445312,663.2100219726562,662.3599853515625,663.1500244140625,316742
2025-11-07 16:47:00+00:00,662.4400024414062,662.739990234375,662.3099975585938,662.4050903320312,139842
2025-11-07 16:48:00+00:00,662.6199951171875,662.6849975585938,662.3599853515625,662.4398803710938,76203
2025-11-07 16:49:00+00:00,662.5599975585938,662.6599731445312,662.4299926757812,662.6199951171875,67753
2025-11-07 16:50:00+00:00,662.6900024414062,662.8699951171875,662.5009155273438,662.5599975585938,153236
2025-11-07 16:51:00+00:00,663.0900268554688,663.3099975585938,662.5900268554688,662.6799926757812,259787
2025-11-07 16:52:00+00:00,663.1199951171875,663.22998046875,662.9600219726562,663.0900268554688,93078
2025-11-07 16:53:00+00:00,662.97998046875,663.3300170898438,662.9600219726562,663.1199951171875,127966
2025-11-07 16:54:00+00:00,662.4600219726562,663.030029296875,662.4199829101562,662.9901123046875,119025
2025-11-07 16:55:00+00:00,662.0599975585938,662.6099853515625,662.0399780273438,662.4600219726562,267378
2025-11-07 16:56:00+00:00,662.0,662.1799926757812,661.9500122070312,662.0549926757812,210135
2025-11-07 16:57:00+00:00,661.4100952148438,662.0599975585938,661.4000244140625,661.989990234375,281115
2025-11-07 16:58:00+00:00,661.530029296875,661.5899047851562,661.3300170898438,661.4199829101562,249688
2025-11-07 16:59:00+00:00,661.9749755859375,662.0499877929688,661.52001953125,661.52001953125,176763
2025-11-07 17:00:00+00:00,661.8800048828125,662.0800170898438,661.6619873046875,661.969970703125,164715
2025-11-07 17:01:00+00:00,661.7188110351562,662.1900024414062,661.5700073242188,661.8800048828125,163898
2025-11-07 17:02:00+00:00,661.9600219726562,661.9600219726562,661.6300048828125,661.7188110351562,161870
2025-11-07 17:03:00+00:00,661.6099853515625,661.97998046875,661.5800170898438,661.9500122070312,143235
2025-11-07 17:04:00+00:00,661.6300048828125,661.7999877929688,661.5800170898438,661.6099243164062,243915
2025-11-07 17:05:00+00:00,661.9849853515625,662.030029296875,661.6599731445312,661.6599731445312,218557
2025-11-07 17:06:00+00:00,661.5700073242188,661.97998046875,661.5,661.97998046875,167301
2025-11-07 17:07:00+00:00,661.219970703125,661.5800170898438,661.2050170898438,661.5599975585938,213530
2025-11-07 17:08:00+00:00,661.5900268554688,661.6199951171875,661.219970703125,661.219970703125,236252
2025-11-07 17:09:00+00:00,661.7999877929688,661.8599853515625,661.52001953125,661.5700073242188,219817
2025-11-07 17:10:00+00:00,661.8300170898438,661.8300170898438,661.4299926757812,661.7899780273438,317367
2025-11-07 17:11:00+00:00,662.0700073242188,662.1099853515625,661.6901245117188,661.8300170898438,146326
2025-11-07 17:12:00+00:00,662.010009765625,662.0900268554688,661.8599853515625,662.0700073242188,156725
2025-11-07 17:13:00+00:00,662.5300903320312,662.5399780273438,662.0,662.030029296875,225416
2025-11-07 17:14:00+00:00,662.5599975585938,662.6898803710938,662.3499755859375,662.5,202464
2025-11-07 17:15:00+00:00,662.5499877929688,662.6400146484375,662.4849853515625,662.5700073242188,131167
2025-11-07 17:16:00+00:00,662.9199829101562,662.9199829101562,662.489990234375,662.530029296875,118662
2025-11-07 17:17:00+00:00,663.0549926757812,663.125,662.8499755859375,662.8900146484375,130441
2025-11-07 17:18:00+00:00,663.0399780273438,663.0999755859375,662.8200073242188,663.0549926757812,138711
2025-11-07 17:19:00+00:00,662.9600219726562,663.0700073242188,662.8200073242188,663.030029296875,112625
2025-11-07 17:20:00+00:00,663.3049926757812,663.3200073242188,662.7100219726562,662.97998046875,170856
2025-11-07 17:21:00+00:00,663.6300048828125,663.7899780273438,663.2899780273438,663.3200073242188,222704
2025-11-07 17:22:00+00:00,663.8300170898438,663.8599853515625,663.52001953125,663.6400146484375,103853
2025-11-07 17:23:00+00:00,664.0800170898438,664.169921875,663.8150024414062,663.8499755859375,119665
2025-11-07 17:24:00+00:00,663.8400268554688,664.0999145507812,663.72998046875,664.0800170898438,131040
2025-11-07 17:25:00+00:00,664.0,664.1699829101562,663.8200073242188,663.8300170898438,102878
2025-11-07 17:26:00+00:00,664.0850219726562,664.25,663.9760131835938,663.9998779296875,204214
2025-11-07 17:27:00+00:00,663.7899780273438,664.2750244140625,663.77001953125,664.0850219726562,204078
2025-11-07 17:28:00+00:00,663.47998046875,663.8300170898438,663.3900146484375,663.8200073242188,223347
2025-11-07 17:29:00+00:00,663.5750122070312,663.6799926757812,663.4600219726562,663.47998046875,100010
2025-11-07 17:30:00+00:00,663.5700073242188,663.75,663.4199829101562,663.52001953125,126957
2025-11-07 17:31:00+00:00,663.6099853515625,663.780029296875,663.5,663.5599975585938,116831
2025-11-07 17:32:00+00:00,663.9099731445312,664.0499877929688,663.5900268554688,663.6199951171875,126370
2025-11-07 17:33:00+00:00,663.780029296875,663.9500122070312,663.5599975585938,663.9199829101562,110149
2025-11-07 17:34:00+00:00,663.739990234375,663.9600219726562,663.719970703125,663.8099975585938,88745
2025-11-07 17:35:00+00:00,663.7999877929688,663.8400268554688,663.3400268554688,663.7449951171875,162311
2025-11-07 17:36:00+00:00,663.7999877929688,663.9249877929688,663.6199951171875,663.77001953125,121185
2025-11-07 17:37:00+00:00,663.8657836914062,663.9201049804688,663.7100219726562,663.8150024414062,78093
2025-11-07 17:38:00+00:00,662.969970703125,663.8800048828125,662.9199829101562,663.864990234375,142415
2025-11-07 17:39:00+00:00,663.22998046875,663.3400268554688,662.9500122070312,662.969970703125,122938
2025-11-07 17:40:00+00:00,663.1342163085938,663.3200073242188,663.010009765625,663.2000122070312,159749
2025-11-07 17:41:00+00:00,662.8800048828125,663.1599731445312,662.7000122070312,663.1400146484375,199622
2025-11-07 17:42:00+00:00,663.22998046875,663.3699951171875,662.7999877929688,662.875,220836
2025-11-07 17:43:00+00:00,663.02001953125,663.4199829101562,662.9000244140625,663.22998046875,148304
2025-11-07 17:44:00+00:00,663.1199951171875,663.260009765625,662.9849853515625,663.02001953125,54344
2025-11-07 17:45:00+00:00,663.1500244140625,663.47998046875,663.05419921875,663.1099853515625,142897
2025-11-07 17:46:00+00:00,663.1199951171875,663.3099975585938,663.02001953125,663.1699829101562,79061
2025-11-07 17:47:00+00:00,662.989990234375,663.1699829101562,662.9500122070312,663.1400146484375,61403
2025-11-07 17:48:00+00:00,662.3599853515625,663.0197143554688,662.2899780273438,663.010009765625,195719
2025-11-07 17:49:00+00:00,662.3499755859375,662.4600219726562,662.2999877929688,662.36767578125,138718
2025-11-07 17:50:00+00:00,662.25,662.3900146484375,662.010009765625,662.3656005859375,148270
2025-11-07 17:51:00+00:00,662.7899780273438,662.8599853515625,662.1522827148438,662.25,110815
2025-11-07 17:52:00+00:00,662.4349975585938,662.75,662.3400268554688,662.739990234375,301521
2025-11-07 17:53:00+00:00,662.6699829101562,662.9000244140625,662.3599853515625,662.4199829101562,120922
2025-11-07 17:54:00+00:00,662.8800048828125,662.9400024414062,662.4099731445312,662.6599731445312,146718
2025-11-07 17:55:00+00:00,663.3400268554688,663.3599853515625,662.8300170898438,662.8699951171875,97110
2025-11-07 17:56:00+00:00,663.6400146484375,663.6699829101562,663.2150268554688,663.3499755859375,125181
2025-11-07 17:57:00+00:00,663.6500244140625,663.9500122070312,663.6099853515625,663.6099853515625,132888
2025-11-07 17:58:00+00:00,663.739990234375,663.97998046875,663.6300048828125,663.6500244140625,128920
2025-11-07 17:59:00+00:00,663.9400024414062,664.010009765625,663.5900268554688,663.739990234375,184001
2025-11-07 18:00:00+00:00,664.2550048828125,664.2899780273438,663.9299926757812,663.9400024414062,105227
2025-11-07 18:01:00+00:00,664.1199951171875,664.3400268554688,664.0900268554688,664.280029296875,101676
2025-11-07 18:02:00+00:00,663.9600219726562,664.1444091796875,663.8300170898438,664.1300048828125,131533
2025-11-07 18:03:00+00:00,664.0399780273438,664.2100219726562,663.9099731445312,663.9550170898438,104331
2025-11-07 18:04:00+00:00,664.0599975585938,664.25,663.989990234375,664.0197143554688,87523
2025-11-07 18:05:00+00:00,663.719970703125,664.0800170898438,663.5800170898438,664.0399780273438,195540
2025-11-07 18:06:00+00:00,663.9000244140625,664.0499877929688,663.6193237304688,663.72998046875,106631
2025-11-07 18:07:00+00:00,664.0599975585938,664.1500244140625,663.8800048828125,663.8800048828125,62606
2025-11-07 18:08:00+00:00,664.4804077148438,664.5,664.030029296875,664.0601196289062,101766
2025-11-07 18:09:00+00:00,664.260009765625,664.530029296875,664.2100219726562,664.489990234375,116633
2025-11-07 18:10:00+00:00,664.469970703125,664.5499877929688,664.239990234375,664.260009765625,91937
2025-11-07 18:11:00+00:00,664.5999755859375,664.6475219726562,664.4099731445312,664.4500122070312,166609
2025-11-07 18:12:00+00:00,664.3400268554688,664.6749877929688,664.260009765625,664.5900268554688,173435
2025-11-07 18:13:00+00:00,664.4500122070312,664.4600219726562,664.0499877929688,664.3300170898438,109596
2025-11-07 18:14:00+00:00,664.510009765625,664.5499877929688,664.3900146484375,664.4500122070312,62904
2025-11-07 18:15:00+00:00,664.4000244140625,664.635009765625,664.3800048828125,664.510009765625,73781
2025-11-07 18:16:00+00:00,664.1900024414062,664.4149780273438,664.0399780273438,664.4099731445312,104488
2025-11-07 18:17:00+00:00,664.0800170898438,664.2899780273438,664.0,664.1699829101562,97134
2025-11-07 18:18:00+00:00,664.5999755859375,664.6300048828125,664.1099853515625,664.1300048828125,164315
2025-11-07 18:19:00+00:00,664.5800170898438,664.6799926757812,664.510009765625,664.5999755859375,67560
2025-11-07 18:20:00+00:00,664.469970703125,664.8699951171875,664.4400024414062,664.5900268554688,176292
2025-11-07 18:21:00+00:00,664.6099853515625,664.7199096679688,664.4805908203125,664.489990234375,150933
2025-11-07 18:22:00+00:00,664.6699829101562,664.77001953125,664.5499877929688,664.5900268554688,74385
2025-11-07 18:23:00+00:00,664.9299926757812,664.9400024414062,664.6599731445312,664.6699829101562,146393
2025-11-07 18:24:00+00:00,665.1500244140625,665.1599731445312,664.8800048828125,664.9199829101562,155054
2025-11-07 18:25:00+00:00,665.3300170898438,665.5750122070312,665.1599731445312,665.1599731445312,210662
2025-11-07 18:26:00+00:00,665.385009765625,665.4500122070312,665.22998046875,665.3200073242188,160946
2025-11-07 18:27:00+00:00,665.260009765625,665.4099731445312,665.1799926757812,665.4000244140625,108485
2025-11-07 18:28:00+00:00,665.219970703125,665.3099975585938,665.0598754882812,665.25,141876
2025-11-07 18:29:00+00:00,665.3099975585938,665.3400268554688,665.0999755859375,665.2100219726562,74672
2025-11-07 18:30:00+00:00,665.3599853515625,665.4550170898438,665.22998046875,665.2999877929688,144361
2025-11-07 18:31:00+00:00,665.594970703125,665.594970703125,665.3400268554688,665.3800048828125,91769
2025-11-07 18:32:00+00:00,665.4199829101562,665.6599731445312,665.3699951171875,665.5999755859375,128292
2025-11-07 18:33:00+00:00,665.3699951171875,665.5850219726562,665.2849731445312,665.4000244140625,221367
2025-11-07 18:34:00+00:00,665.27001953125,665.5,665.22998046875,665.3599853515625,118304
2025-11-07 18:35:00+00:00,665.260009765625,665.405029296875,665.030029296875,665.2899780273438,155156
2025-11-07 18:36:00+00:00,665.0499877929688,665.3099975585938,664.9600219726562,665.2677001953125,141949
2025-11-07 18:37:00+00:00,665.2899780273438,665.3900146484375,665.0700073242188,665.0700073242188,85853
2025-11-07 18:38:00+00:00,665.530029296875,665.5999755859375,665.1599731445312,665.269287109375,69266
2025-11-07 18:39:00+00:00,665.9749755859375,666.0,665.5499877929688,665.5499877929688,159240
2025-11-07 18:40:00+00:00,665.9849853515625,666.0900268554688,665.8300170898438,665.97998046875,175827
2025-11-07 18:41:00+00:00,665.9600219726562,666.0700073242188,665.8400268554688,665.97998046875,97755
2025-11-07 18:42:00+00:00,665.8250122070312,665.989990234375,665.760009765625,665.9600219726562,67986
2025-11-07 18:43:00+00:00,665.6799926757812,665.9400024414062,665.6099853515625,665.8150024414062,85030
2025-11-07 18:44:00+00:00,665.72998046875,665.8300170898438,665.6500244140625,665.6799926757812,68901
2025-11-07 18:45:00+00:00,665.739990234375,665.9299926757812,665.6599731445312,665.72998046875,508631
2025-11-07 18:46:00+00:00,665.5800170898438,665.8099975585938,665.52001953125,665.6900024414062,68601
2025-11-07 18:47:00+00:00,665.1699829101562,665.6099853515625,665.14501953125,665.5634155273438,156364
2025-11-07 18:48:00+00:00,665.0150146484375,665.3377075195312,665.0150146484375,665.1799926757812,95726
2025-11-07 18:49:00+00:00,664.8411865234375,665.1500244140625,664.6900024414062,665.02001953125,101068
2025-11-07 18:50:00+00:00,664.6475219726562,664.864990234375,664.4400024414062,664.864990234375,157444
2025-11-07 18:51:00+00:00,664.5150146484375,664.7899780273438,664.4500122070312,664.6400146484375,119481
2025-11-07 18:52:00+00:00,664.5,664.6300048828125,664.409912109375,664.52001953125,103013
2025-11-07 18:53:00+00:00,664.4400024414062,664.530029296875,664.3499755859375,664.489990234375,96278
2025-11-07 18:54:00+00:00,664.8588256835938,664.8599853515625,664.219970703125,664.4500122070312,139767
2025-11-07 18:55:00+00:00,665.3699951171875,665.4400024414062,664.8200073242188,664.8499755859375,191506
2025-11-07 18:56:00+00:00,665.2899780273438,665.4099731445312,665.1400146484375,665.3699951171875,117048
2025-11-07 18:57:00+00:00,665.5700073242188,665.5700073242188,665.280029296875,665.3200073242188,89995
2025-11-07 18:58:00+00:00,665.8806762695312,665.9299926757812,665.5449829101562,665.589599609375,95791
2025-11-07 18:59:00+00:00,665.614990234375,666.02001953125,665.5599975585938,665.9000244140625,97725
2025-11-07 19:00:00+00:00,665.5700073242188,665.6599731445312,665.2000122070312,665.6099853515625,151715
2025-11-07 19:01:00+00:00,665.9088745117188,665.9600219726562,665.47998046875,665.5700073242188,89531
2025-11-07 19:02:00+00:00,665.8800048828125,666.0499877929688,665.7886962890625,665.9400024414062,75206
2025-11-07 19:03:00+00:00,666.030029296875,666.0700073242188,665.7000122070312,665.8900146484375,69290
2025-11-07 19:04:00+00:00,665.9000244140625,666.25,665.8699951171875,666.0349731445312,124963
